"Identifiant opération";"Localisation station de mesure";"Code station";"X";"Y";"Identifiant point prélèvement";"Date réalisation";"Débit mesuré (m3/s)";"Débit station hydro (m3/s)";"Distance interpoint (m)";"Largeur plein bord évaluée (m)";"Largeur mouillée évaluée (m)";"Longueur réelle opération (m)";"Longueur théorique opération (m)";"Pente ligne d'eau (‰)";"Pente ligne d'eau évaluée";"Description habitat marginaux";"Continuité ripisylve rive gauche";"Continuité ripisylve rive droite";"Nom réseau de mesure";"Observations";"Version protocole";"Structure responsable";"Cours d'eau";"Nombre transect";"D16 (mm)";"D50 (mm)";"D84 (mm)";"Indice Folk et Ward";"Indice Fredle";"Surface mouillée Q1 (m2)";"Largeur mouillée Q1 (m)";"Périmètre mouillé Q1 (m)";"Profondeur maximum Q1 (m)";"Profondeur moyenne Q1 (m)";"Rayon hydraulique Q1";"Rapport largeur/Profondeur Q1";"Coefficient rugosité";"Surface mouillée Qb (m2)";"Largeur mouillée Qb (m)";"Périmètre mouillé Qb (m)";"Profondeur maximum Qb (m)";"Profondeur moyenne Qb (m)";"Rayon hydraulique Qb";"Rapport largeur/Profondeur Qb";"Force tractrice Qb  (N/m2)";"Débit plein bord (m3/s)";"Ecart type cote point";"Coefficient variation cote point";"Ecart type cote point en eau";"Coefficient variation cote point en eau";"Ecart type largeur mouillée Qb";"Coefficient variation largeur mouillée Qb";"Vitesse moyenne Qb (m/s)";"Ligne énergie Qb (m)";"Cote ligne énergie Qb";"Nombre de Froude Qb";"Puissance spécifique Qb (w/m2)";"Nombre de mouille";"Profondeur moyenne des mouilles (m)";"Nombre de berges total";"Nombre de berges artificialisées";"Score ripisylve";"Classe ripisylve";"% fines";"% graviers-cailloux";"% blocs-rochers";"Indice de Shannon granulo";"Surface BV (km2)";"Proportion de roche imperméable BV";"Code HER ou DOM dominant";"Nom HER ou DOM dominant";"Type DOM";"Coefficient de sinuosité";"Débit Q01 RHT (m3/s)";"Puissance Q01 RHT (w/m)";"Puissance spécifique Q01 RHT (w/m2)";"Station référence modèle";"Résidu modèle Largeur mouillée Qb";"Résidu modèle rapport largeur/profondeur Qb";"Résidu modèle profondeur mouilles";"Résidu modèle profondeur Qb";"Résidu modèle pente ligne d'eau";"Résidu modèle surface mouillée Qb";"Résidu standardisé modèle largeur mouillée Qb";"Résidu standardisé modèle rapport largeur/profondeur Qb";"Résidu standardisé modèle profondeur mouilles";"Résidu standardisé modèle profondeur Qb";"Résidu standardisé modèle pente ligne d'eau";"Résidu standardisé modèle surface mouillée Qb";"IMG";"Modèle référence IMG";"Classe écart IMG"
4288;"L'ANCRE A ESTISSAC 1";"03043450";761735;6793806;98160;2022-10-13;0,087;NA;0,9;13,7;6,4;192;NA;3,86;NA;"";"bosquets éparses";"bosquets éparses";"Contrôle de surveillance des cours d'eau du bassin Seine et cours d'eau côtiers normands";"";"2017";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Ancre";15;8,66;23,155;41,811;1,052;11,518;0,834;5,87;5,98;0,248;0,156;0,151;31,656;5,916;4,361;9,246;9,594;0,709;0,499;0,474;13,706;17,956;0,975;0,398;0,004;0,103;0,708;4,129;0,447;0,244;0,713;100,094;0,11;4,697;5;0,125;30;0;0,433;NA;34,653;62,376;2,97;1,87;78,84;0,228;9;"TABLES CALCAIRES";0;1,13;2,48;93,909;10,157;0;0,121;0,687;-0,45;-0,549;0,396;-0,416;0,462;1,801;-0,953;-1,615;0,492;-0,918;6,242;"TABLES CALCAIRES";"moyen"
4289;"LE RUISSEAU DES 7 FONTAINES À LACHALADE 1";"03146378";842692,27;6898348,83;203934;2022-06-08;0,03;NA;0,22;4,25;1,52;60,6;NA;3,96;NA;"";"semi-continue";"semi-continue";NA;"Limites station L93
Xaval 842 692  Yaval 6 898 349 
Xamont 842 686  Yamont 6 898 407
- Suivi avant travaux RCE - Effacement d'ouvrage et remise en talweg";"2017";"FISH PASS";"7 fontaines";15;24,124;34,65;56,152;0,667;27,747;0,293;1,678;1,922;0,25;0,171;0,145;8,581;5,815;1,789;3,324;4,135;0,882;0,551;0,437;3,851;16,992;0,377;0,36;0,004;0,112;0,624;0,563;0,169;0,213;0,884;100,517;0,093;4,514;3;0,217;30;0;0,39;NA;20,8;75,2;4;1,852;4,306;0;9;"TABLES CALCAIRES";0;1,24;0,4;15,539;4,675;0;-0,015;-0,306;0,411;0,276;-0,828;0,222;-0,057;-0,803;0,87;0,811;-1,028;0,49;4,06;"TABLES CALCAIRES";"tres faible"
4291;"LA BIESME À VIENNE-LE-CHÂTEAU 1";"03146430";837896,94;6900688,69;203936;2022-06-16;0,153;NA;1,01;13,2;7,08;180,5;NA;0,055;NA;"";"semi-continue";"continue";NA;"Limites station
Xaval 837 897  Yaval 6 900 689
Xamont 838 045  Yamont 6 900 794
- Suivi avant travaux RCE - Effacement d'ouvrage et création d'un lit d'étiage via banquettes végétalisées
- Berges anthropisées sur la partie aval de la station
- Aucun radier sur la station - Mesures granulométriques et bâtonnets réalisées sur un plat courant situé 25 m en amont de la station";"2017";"FISH PASS";"Biesme";15;13,988;35;51,692;1,019;18,442;2,911;6,65;6,998;0,669;0,45;0,423;11,269;12,581;23,685;12,319;14,477;2,948;1,923;1,633;4,209;0,881;3,065;1,186;0,012;0,24;0,541;1,239;0,101;0,131;2,949;102,274;0,03;0,135;3;0,3;30;11;0,595;NA;11,009;62,385;26,606;2,119;117,392;0;9;"TABLES CALCAIRES";0;1,04;10,13;5,466;0,444;0;0,286;-0,532;0,387;0,792;-3,684;1,066;1,095;-1,394;0,82;2,329;-4,573;2,353;12,565;"TABLES CALCAIRES";"tres fort"
4316;"LA BLAISE A SAINT-ANGE-ET-TORCAY 1";"03193520";567551;6840787;107485;2022-10-04;0,339;NA;NA;11,33;7,83;NA;NA;1,28;NA;"";"semi-continue";"semi-continue";"Contrôle de surveillance des cours d'eau du bassin Seine et cours d'eau côtiers normands";"";"2017";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Blaise";15;17,84;39;61,32;0,94;21,081;2,413;8,223;8,404;0,449;0,297;0,288;22,505;8,997;12,878;11,528;12,483;1,505;1,121;1,033;7,768;12,972;4,236;0,574;0,006;0,175;0,596;1,162;0,101;0,332;1,51;100,96;0,1;4,657;3;0,22;30;0;0,541;NA;13,333;80,952;5,714;2,002;196,91;1;9;"TABLES CALCAIRES";0;1,09;1,647;20,681;1,794;0;0,062;0,032;0,023;0,012;-0,314;0,185;0,237;0,084;0,048;0,034;-0,39;0,408;1,202;"TABLES CALCAIRES";"tres faible"
4317;"LES ÉVOISSONS À BERGICOURT (80)";"01138300";629186;6960867;166000;2022-05-10;0,709;NA;1;11;8;154;NA;1,3;NA;"";"semi-continue";"semi-continue";"Réseau de référence pérenne de la qualité des cours d’eau du bassin Artois-Picardie";"";"2017";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Evoissons";15;12,84;22;41;0,878;15,976;2,593;9,256;9,49;0,413;0,286;0,279;24,357;17,746;6,536;11,042;11,556;0,803;0,594;0,568;14,043;7,239;2,867;0,318;0,003;0,128;0,446;0,893;0,081;0,441;0,813;100,3;0,184;3,33;2;0,162;30;0;0,541;NA;50;50;0;1,632;95,1;0;9;"TABLES CALCAIRES";0;1,07;3,252;41,473;3,756;0;0,241;0,693;-0,206;-0,465;-0,612;-0,11;0,923;1,818;-0,437;-1,367;-0,759;-0,243;5,547;"TABLES CALCAIRES";"faible"
4318;"LA NOYE À DOMMARTIN (80)";"01137000";655916;6966520;172047;2022-05-09;1,127;NA;1;14;6,6;196;NA;1,7;NA;"";"bosquets éparses";"bosquets éparses";"Contrôle de surveillance des cours d'eau du bassin Escaut, Somme et cours d'eau côtiers de la Manche et de la Mer du Nord";"";"2017";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Noye";15;14;19;35;0,694;17,981;2,44;6,175;6,398;0,595;0,399;0,383;11,168;21,245;8,761;9,012;9,659;1,413;0,978;0,908;6,483;15,137;7,194;0,582;0,006;0,204;0,525;1,943;0,216;0,853;1,451;100,69;0,276;13,866;5;0,106;30;0;0,433;NA;40;58;2;1,707;313,05;0;9;"TABLES CALCAIRES";0;1,23;4,167;69,493;7,711;0;-0,326;-0,193;-0,763;-0,148;0,169;-0,444;-1,247;-0,506;-1,617;-0,436;0,209;-0,98;4,994;"TABLES CALCAIRES";"faible"
4319;"L'ESCHES A BORNEL 1";"03138390";641913;6900352;104178;2022-05-12;0,596;NA;NA;11,5;5,8;NA;NA;3,2;NA;"";"semi-continue";"semi-continue";"Contrôle de surveillance des cours d'eau du bassin Seine et cours d'eau côtiers normands";"";"2017";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Esches";15;8,68;20;32,32;1,14;10,965;1,382;5,599;5,754;0,331;0,248;0,24;18,065;19,715;11,584;9,992;11,023;1,668;1,165;1,057;6;33,189;13,407;0,677;0,007;0,097;0,399;1,169;0,117;1,172;1,739;101,151;0,349;42,678;3;0,083;30;0;0,931;NA;21,296;75;3,704;1,762;105,2;0;9;"TABLES CALCAIRES";0;1,08;1,606;50,416;5,045;0;0,11;-0,167;-0,892;0,246;0,333;0,409;0,422;-0,437;-1,89;0,722;0,413;0,902;4,787;"TABLES CALCAIRES";"faible"
4323;"LE PETIT THÉRAIN A ACHY 1";"03163750";626290;6939180;105707;2022-05-13;0,978;NA;1,3;13;9,2;182;NA;3,7;NA;"";"bosquets éparses";"bosquets éparses";"Contrôle de surveillance des cours d'eau du bassin Seine et cours d'eau côtiers normands";"";"2017";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Petit therain";15;17;26,5;45,16;0,718;18,862;2,633;8,895;9,011;0,47;0,296;0,292;20,724;13,877;29,716;15,208;15,946;2,508;1,964;1,875;6,094;68,057;38,141;1,665;0,017;0,162;0,553;1,829;0,12;1,298;2,595;101,788;0,297;92,368;3;0,132;30;0;0,31;NA;29,412;62,745;7,843;1,686;153,15;0;9;"TABLES CALCAIRES";0;1,18;2,677;97,167;6,389;0;0,416;-0,187;-0,465;0,575;0,639;1,153;1,591;-0,49;-0,986;1,691;0,793;2,545;8,096;"TABLES CALCAIRES";"fort"
4325;"LE PERON A MESBRECOURT-RICHECOURT 1";"03144945";738079;6956809;104582;2022-05-17;1,918;NA;1;8,5;6,7;119;NA;1,8;NA;"";"semi-continue";"semi-continue";"Contrôle de surveillance des cours d'eau du bassin Seine et cours d'eau côtiers normands";"";"2017";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Peron";15;24;41,5;92;0,932;29,978;4,187;6,169;6,798;1,053;0,684;0,617;6,02;14,895;13,012;9,286;10,802;2,22;1,405;1,205;4,204;21,278;9,312;0,847;0,008;0,339;0,501;0,869;0,094;0,72;2,247;101,08;0,194;17,859;3;0,195;30;0;0,541;NA;100;0;0;0;145,09;0;9;"TABLES CALCAIRES";0;1,28;4,776;84,335;9,082;0;-0,061;-0,553;-0,066;0,464;-0,105;0,356;-0,234;-1,45;-0,14;1,365;-0,13;0,786;4,104;"TABLES CALCAIRES";"tres faible"
4337;"LA SLACK À RINXENT (62)";"01000477";611011;7078271;178365;2022-05-24;0,137;NA;0,8;8;5,3;112;NA;2,3;NA;"";"continue";"continue";"Contrôle de surveillance des cours d'eau du bassin Escaut, Somme et cours d'eau côtiers de la Manche et de la Mer du Nord";"";"2017";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Slack";15;13,84;34;68,48;1,151;19,471;1,35;4,305;4,589;0,472;0,308;0,286;11,513;4,877;18,598;11,19;13,676;2,922;1,667;1,362;3,849;30,728;5,345;1,166;0,012;0,194;0,615;1,013;0,09;0,289;2,927;102,326;0,072;10,857;2;0,226;30;0;0,469;NA;31,111;64,444;4,444;2,019;37,095;0,033;9;"TABLES CALCAIRES";0;1,27;2,935;66,222;5,918;0;0,542;-0,512;0,224;1,024;-0,446;1,431;2,073;-1,341;0,474;3,011;-0,553;3,157;10,609;"TABLES CALCAIRES";"tres fort"
4343;"ESVES à LIGUEIL";"04097050";540038;6662462;120240;2022-10-06;0,153;NA;0,9;7,2;6,13;100;NA;0,06;NA;"";"bosquets éparses";"semi-continue";"Contrôle de surveillance des cours d'eau du bassin Loire, cours d'eau côtiers vendéens  et bretons";"Seuil de pierres en aval de la station annulant la pente
";"2017";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Esves";15;12;22;36,48;1,02;13,773;2,616;5,992;6,343;0,638;0,44;0,413;11,572;13,627;7,773;8,017;8,83;1,373;0,973;0,882;6,023;0,519;0,755;0,566;0,006;0,214;0,467;0,772;0,096;0,099;1,373;100,732;0,032;0,056;2;0,23;30;0;0,487;NA;44,66;43,689;11,65;1,599;44,19;0,721;9;"TABLES CALCAIRES";0;1,3;1,151;0,677;0,085;0;0,155;-0,08;0,222;0,232;-4,017;0,466;0,592;-0,211;0,47;0,682;-4,986;1,029;7,97;"TABLES CALCAIRES";"fort"
4344;"La Boutonne au Pont de Brioux";"05005950";451708,47;6565540,5;136034;2022-09-15;0,54;NA;0,7;6,8;4,9;95,2;NA;1,785;NA;"";"espacée-régulière";"continue";"Contrôle de surveillance des cours d'eau du bassin Adour, Garonne, Dordogne, Charente et cours d'eau côtiers charentais et aquitains";"";"2017";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Boutonne";15;11,84;28;90,16;1,395;14,991;1,79;4,759;5,129;0,585;0,371;0,339;9,933;14,672;5,15;6,563;7,357;1,169;0,789;0,698;5,881;12,22;2,511;0,454;0,005;0,258;0,676;1,145;0,174;0,511;1,182;100,512;0,188;6,904;4;0,249;30;0;0,487;NA;37,838;52,252;9,91;2,072;129,24;0,133;9;"TABLES CALCAIRES";0;1,09;12,19;213,457;32,525;0;-0,373;-0,206;0,189;-0,153;-0,163;-0,51;-1,427;-0,541;0,4;-0,45;-0,202;-1,125;4,146;"TABLES CALCAIRES";"tres faible"
4349;"YEVRE A GRON";"04455005";680143,8;6667567;171192;2022-07-06;0,013;NA;0,25;2,97;1,7;41,7;NA;3,4;NA;"";"semi-continue";"semi-continue";"Réseau de suivi local de l'opération de restauration hydromorphologique sur l'Yèvre à Gron (18)";"";"2017";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Yevre";15;NA;NA;NA;NA;NA;0,15;1,282;1,43;0,207;0,118;0,105;7,025;6,67;2,545;3,202;4,31;1,231;0,796;0,591;2,61;19,722;0,697;0,511;0,005;0,076;0,634;0,18;0,056;0,277;1,235;100,958;0,1;7,287;2;0,117;30;0;0,39;NA;66,667;25,253;8,081;1,785;8,64;0;9;"TABLES CALCAIRES";0;1,02;0,736;24,549;7,667;0;-0,265;-0,761;-0,28;0,464;-0,681;0,208;-1,014;-1,997;-0,593;1,364;-0,845;0,46;6,273;"TABLES CALCAIRES";"moyen"
4350;"La Belle à Montigné";"05005350";450150,7;6572917;73189;2022-08-30;0,025;NA;0,6;5,7;4,2;79,8;NA;1,87;NA;"";"isolée";"semi-continue";"Contrôle de surveillance des cours d'eau du bassin Adour, Garonne, Dordogne, Charente et cours d'eau côtiers charentais et aquitains";"";"2017";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Belle";15;14;37;86;1,252;19,629;0,746;3,82;3,922;0,299;0,191;0,184;17,853;2,396;3,168;5,547;5,939;0,798;0,574;0,533;7,341;9,785;0,216;0,309;0,003;0,136;0,689;0,679;0,122;0,071;0,798;100,425;0,03;0,724;3;0,208;30;0;0,541;NA;28,829;55,856;15,315;1,845;48,28;0,004;9;"TABLES CALCAIRES";0;1,14;3,981;73,03;13,165;0;-0,24;0,109;0,112;-0,329;-0,539;-0,478;-0,92;0,286;0,238;-0,967;-0,67;-1,054;4,136;"TABLES CALCAIRES";"tres faible"
4351;"RU DU GOULOT A MOISENAY 1";"03051499";680875;6828721;204566;2022-07-18;0,001;NA;0,17;3,06;1,17;42;NA;7,38;NA;"";"semi-continue";"semi-continue";"Réseau divers des eaux superficielles du bassin Seine Normandie";"";"2017";"CE3E SARL";"Goulot";15;25,84;44;84,16;0,896;32,911;0,078;1,119;1,202;0,133;0,07;0,065;9,399;0,926;0,696;2,382;2,755;0,511;0,293;0,253;4,705;18,341;0,022;0,224;0,002;0,053;0,766;0,31;0,13;0,033;0,511;100,221;0,019;0,684;4;0,042;30;0;NA;NA;9,804;65,686;24,51;1,534;24,527;0;9;"TABLES CALCAIRES";0;1,01;0,437;31,638;13,28;0;-0,879;-0,271;-1,42;-0,633;0,542;-1,638;-3,364;-0,712;-3,011;-1,86;0,673;-3,614;13,233;"TABLES CALCAIRES";"tres fort"
4352;"L'ALMONT A MELUN 3";"03051591";675160;6826868;204568;2022-07-19;0,318;NA;1,24;12;8,7;174;NA;0,29;NA;"VS CR";"semi-continue";"semi-continue";"Réseau divers des eaux superficielles du bassin Seine Normandie";"";"2017";"CE3E SARL";"Almont";15;45,84;68,5;101;0,577;50,486;3,276;8,195;8,41;0,592;0,404;0,391;15,901;10,669;23,505;13,018;14,532;2,399;1,821;1,625;5,498;4,624;5,904;0,881;0,009;0,245;0,627;1,52;0,117;0,252;2,402;101,786;0,06;1,308;6;0,088;30;13;0,541;NA;3,704;76,852;19,444;1,069;324,779;0;9;"TABLES CALCAIRES";0;1,12;10,712;30,475;2,341;0;0,031;-0,361;-0,944;0,373;-1,584;0,524;0,118;-0,947;-2;1,098;-1,966;1,155;7,284;"TABLES CALCAIRES";"moyen"
4353;"ENVIGNE À CHATELLERAULT-THURE";"04086320";502055;6634626;72348;2022-05-05;NA;0,13;0,55;9,4;3,9;NA;NA;0,6;NA;"";"isolée";"isolée";"Contrôle de surveillance des cours d'eau du bassin Loire, cours d'eau côtiers vendéens  et bretons";"PAS DE RADIER";"2017";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Envigne";15;NA;NA;NA;NA;NA;1,705;4,421;4,718;0,574;0,37;0,343;8,096;6,348;9,63;9,013;10,266;1,761;1,098;0,95;5,165;5,594;1,447;0,645;0,006;0,213;0,544;2,002;0,222;0,155;1,763;101,149;0,048;0,997;5;0,174;30;0;NA;NA;90,4;7,2;2,4;1,632;196,79;0,106;9;"TABLES CALCAIRES";0;1,13;4,893;28,8;3,195;0;-0,184;-0,376;-0,214;0,169;-1,072;-0,105;-0,704;-0,986;-0,453;0,498;-1,331;-0,232;4,204;"TABLES CALCAIRES";"tres faible"
4354;"LA LIANE À WIRWIGNES (62)";"01092000";611146;7063387;165981;2022-05-25;0,73;NA;1,2;25;8,5;350;NA;1,4;NA;"";"semi-continue";"semi-continue";"Contrôle de surveillance des cours d'eau du bassin Escaut, Somme et cours d'eau côtiers de la Manche et de la Mer du Nord";"Pour la pente 6 tronçons ont été réalisé par manque de visibilité. Calcul sur papier uniquement.";"2017";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Liane";15;16,256;25,95;39,24;0,643;18,974;3,291;7,916;8,216;0,671;0,411;0,392;14,263;11,069;62,944;22,09;25,813;4,891;2,864;2,446;4,521;33,587;47,319;1,827;0,018;0,265;0,644;2,888;0,131;0,764;4,922;104,005;0,145;29,892;3;0,428;30;0;0,39;NA;32;67;1;1,852;127,48;0;9;"TABLES CALCAIRES";0;1,17;12,237;168,063;7,608;0;0,845;-0,468;0,733;1,281;-0,412;2;3,234;-1,227;1,554;3,767;-0,511;4,414;14,707;"TABLES CALCAIRES";"tres fort"
4355;"RU DU CHATELET A LE CHATELET EN BRIE 2";"03046349";684049;6821772;204567;2022-07-19;0,001;NA;0,37;5,08;2,57;71,12;NA;3,1;NA;"";"continue";"continue";"Réseau divers des eaux superficielles du bassin Seine Normandie";"";"2017";"CE3E SARL";"Chatelet";15;41,84;61,5;88,16;0,583;47,118;0,228;2,186;2,254;0,165;0,095;0,091;16,804;0,39;5,217;5,497;6,672;1,416;0,959;0,788;3,906;23,949;0,097;0,557;0,006;0,104;1,036;0,904;0,164;0,019;1,416;101,141;0,006;0,547;3;0,116;30;0;0,866;NA;22,115;62,5;15,385;1,65;32,997;0;9;"TABLES CALCAIRES";0;1,08;0,57;17,334;3,154;0;-0,133;-0,486;-0,427;0,324;-0,198;0,221;-0,511;-1,274;-0,906;0,952;-0,245;0,488;4,376;"TABLES CALCAIRES";"tres faible"
4357;"LE RU DE RUBELLES A MELUN 1";"03051580";676348;6827798;204573;2022-07-19;0,038;NA;0,34;2,9;2,4;40,6;NA;8;NA;"";"continue";"continue";"Réseau divers des eaux superficielles du bassin Seine Normandie";"";"2017";"CE3E SARL";"Rubelles";13;38,84;62,5;136,32;0,903;48,272;0,349;2,387;2,487;0,218;0,146;0,139;11,525;4,533;1,899;3,85;4,196;0,701;0,493;0,452;5,527;35,451;0,453;0,311;0,003;0,082;0,574;0,547;0,142;0,245;0,704;100,347;0,112;9,419;3;0,088;26;1;NA;NA;14,865;59,459;25,676;1,465;322,217;0;9;"TABLES CALCAIRES";0;1,15;10,712;840,678;218,335;0;-1,185;-0,355;-0,948;-0,855;1,73;-1,988;-4,535;-0,931;-2,01;-2,515;2,147;-4,387;16,526;"TABLES CALCAIRES";"tres fort"
4358;"RU DE LA VALLEE JAVOT A FERICY 1";"03046160";684140;6817437;204570;2022-07-20;0,002;NA;0,4;4,6;3;65;NA;8;NA;"";"continue";"isolée";"Réseau divers des eaux superficielles du bassin Seine Normandie";"";"2017";"CE3E SARL";"Vallee javot";15;39,84;56;116,6;0,764;49,591;0,328;2,247;2,481;0,263;0,131;0,116;21,39;0,287;5,985;5,271;6,81;1,62;1,133;0,881;3,332;69,131;0,141;0,597;0,006;0,221;1,529;0,59;0,112;0,024;1,62;101,099;0,007;2,132;3;0,451;30;5;NA;NA;12,174;49,565;38,261;1,306;104,381;0;9;"TABLES CALCAIRES";0;1,02;1,388;108,93;20,666;0;-0,527;-0,754;0,806;0,218;1,245;-0,247;-2,016;-1,977;1,709;0,641;1,546;-0,546;8,435;"TABLES CALCAIRES";"fort"
4359;"RU CLICOT A HERICY 1";"03046190";684281;6817220;204571;2022-07-20;0,005;NA;0,3;2,5;1,87;35;NA;16;NA;"";"bosquets éparses";"continue";"Réseau divers des eaux superficielles du bassin Seine Normandie";"";"2017";"CE3E SARL";"Clicot";15;38;73;120;0,781;44,56;0,118;1,363;1,454;0,158;0,087;0,08;9,947;1,795;1,967;3,148;3,977;0,951;0,626;0,495;3,333;77,771;0,28;0,405;0,004;0,071;0,835;0,285;0,091;0,144;0,952;100,525;0,058;14,056;2;0,092;30;0;NA;NA;26,531;31,633;41,837;1,486;15,699;0;9;"TABLES CALCAIRES";0;1;0,244;38,298;12,166;0;-0,464;-0,574;-0,579;0,081;1,124;-0,363;-1,776;-1,505;-1,228;0,237;1,396;-0,802;6,944;"TABLES CALCAIRES";"moyen"
4360;"L'ANCOEUIL A MOISENAY 2";"03051505";679842;6828620;204572;2022-07-21;0,033;NA;0,74;8,3;5,17;116;NA;2,84;NA;"";"bosquets éparses";"bosquets éparses";"Réseau divers des eaux superficielles du bassin Seine Normandie";"";"2017";"CE3E SARL";"Ancoeuil";15;36;62,5;119,32;1,002;47,001;2,218;5,326;5,598;0,569;0,387;0,366;11,897;0,546;7,472;7,709;8,434;1,359;0,965;0,878;5,803;24,475;0,199;0,592;0,006;0,25;0,606;1,314;0,17;0,029;1,359;100,625;0,01;0,747;4;0,169;30;2;NA;NA;39,091;50;10,909;1,922;260,515;0;9;"TABLES CALCAIRES";0;1,24;8,39;233,749;30,323;0;-0,426;-0,286;-0,272;-0,148;0,603;-0,507;-1,63;-0,75;-0,577;-0,436;0,748;-1,118;5,26;"TABLES CALCAIRES";"faible"
4363;"Le ru de Bouisy à Moisenay 1";"03051490";681733;6828800;174530;2022-07-21;0,006;NA;0,4;4,1;2,73;57,4;NA;4,18;NA;"CC";"continue";"continue";"Réseau divers des eaux superficielles du bassin Seine Normandie";"";"2017";"CE3E SARL";"Bouisy";15;20;65,5;200,64;1,498;26,157;0,341;2,37;2,498;0,235;0,136;0,128;12,278;1,074;3,141;4,11;4,987;1,063;0,765;0,628;3,915;25,755;0,16;0,405;0,004;0,109;0,792;0,306;0,074;0,052;1,063;100,708;0,019;1,604;3;0,09;30;0;0,866;NA;37,5;25;37,5;1,857;23,74;0;9;"TABLES CALCAIRES";0;1,06;0,943;38,668;9,408;0;-0,324;-0,452;-0,646;0,106;-0,04;-0,113;-1,238;-1,186;-1,37;0,311;-0,05;-0,25;4,405;"TABLES CALCAIRES";"tres faible"
4365;"LA PROCESSION A BOMBON 1";"03051300";689231;6828609;204569;2022-07-22;0,006;NA;0,57;6,22;3,97;87;NA;0,23;NA;"";"isolée";"continue";"Réseau divers des eaux superficielles du bassin Seine Normandie";"";"2017";"CE3E SARL";"Procession";15;44;65;99,16;0,679;48,563;0,572;3,681;3,763;0,241;0,153;0,149;16,126;2,455;4,794;6,14;6,795;1,081;0,781;0,705;5,691;1,591;0,141;0,412;0,004;0,083;0,539;0,407;0,066;0,03;1,081;100,83;0,011;0,052;3;0,086;30;0;NA;NA;69,828;27,586;2,586;0,828;149,797;0;9;"TABLES CALCAIRES";0;1,13;5,719;12,904;2,102;0;-0,485;-0,253;-0,888;-0,262;-2,148;-0,659;-1,855;-0,663;-1,883;-0,769;-2,667;-1,454;9,292;"TABLES CALCAIRES";"tres fort"
4372;"PETIT CHER OU VIEUX CHER À BALLAN-MIRE";"04071750";521484;6699044;200511;2022-10-26;0,362;NA;0,94;9,85;6,59;137,9;NA;0,421;NA;"";"bosquets éparses";"semi-continue";"Réseau de suivi de la qualité des eaux superficielles de l'Indre-et-Loire";"";"2017";"RIVE SARL";"Petit cher ou vieux cher";15;3;10,5;27;1,615;4,392;1,999;6,461;6,608;0,434;0,308;0,301;15,837;19,669;16,433;10,779;12,227;2,127;1,518;1,332;5,056;5,5;8,027;0,841;0,008;0,137;0,438;2,251;0,209;0,51;2,14;101,677;0,133;3,181;4;0,08;30;0;0,487;NA;66,949;33,051;0;1,31;7,724;0,003;9;"TABLES CALCAIRES";0;1,17;0,731;3,019;0,28;0;0,983;-0,09;-0,651;1,034;-2,818;2,132;3,763;-0,235;-1,381;3,04;-3,498;4,705;16,622;"TABLES CALCAIRES";"tres fort"
4374;"LE PETIT CHER A JOUE-LES-TOURS";"04570027";524042;6698457;200546;2022-10-25;0,341;NA;0,79;13,3;5,32;186;NA;0,397;NA;"";"semi-continue";"semi-continue";"Réseau de suivi de la qualité des eaux superficielles de l'Indre-et-Loire";"";"2017";"RIVE SARL";"Petit cher";15;14,84;28,5;55,48;1,303;17,901;2,544;5,934;6,194;0,584;0,414;0,396;10,441;12,472;13,924;12,708;13,502;1,759;1,098;1,032;7,274;4,018;3,533;0,63;0,006;0,19;0,436;1,075;0,085;0,257;1,762;101,141;0,079;1,09;6;0,105;30;0;0,541;NA;61,983;37,19;0,826;1,613;13620,983;0,461;9;"TABLES CALCAIRES";0;1;0,454;1,768;0,139;0;-1,134;-0,436;-1,164;-0,717;0,336;-1,966;-4,339;-1,144;-2,468;-2,109;0,417;-4,337;14,813;"TABLES CALCAIRES";"tres fort"
