"Identifiant opération";"Localisation station de mesure";"Code station";"X";"Y";"Identifiant point prélèvement";"Date réalisation";"Débit mesuré (m3/s)";"Débit station hydro (m3/s)";"Distance interpoint (m)";"Largeur plein bord évaluée (m)";"Largeur mouillée évaluée (m)";"Longueur réelle opération (m)";"Longueur théorique opération (m)";"Pente ligne d'eau (‰)";"Pente ligne d'eau évaluée";"Description habitat marginaux";"Continuité ripisylve rive gauche";"Continuité ripisylve rive droite";"Nom réseau de mesure";"Observations";"Version protocole";"Structure responsable";"Cours d'eau";"Nombre transect";"D16 (mm)";"D50 (mm)";"D84 (mm)";"Indice Folk et Ward";"Indice Fredle";"Surface mouillée Q1 (m2)";"Largeur mouillée Q1 (m)";"Périmètre mouillé Q1 (m)";"Profondeur maximum Q1 (m)";"Profondeur moyenne Q1 (m)";"Rayon hydraulique Q1";"Rapport largeur/Profondeur Q1";"Coefficient rugosité";"Surface mouillée Qb (m2)";"Largeur mouillée Qb (m)";"Périmètre mouillé Qb (m)";"Profondeur maximum Qb (m)";"Profondeur moyenne Qb (m)";"Rayon hydraulique Qb";"Rapport largeur/Profondeur Qb";"Force tractrice Qb  (N/m2)";"Débit plein bord (m3/s)";"Ecart type cote point";"Coefficient variation cote point";"Ecart type cote point en eau";"Coefficient variation cote point en eau";"Ecart type largeur mouillée Qb";"Coefficient variation largeur mouillée Qb";"Vitesse moyenne Qb (m/s)";"Ligne énergie Qb (m)";"Cote ligne énergie Qb";"Nombre de Froude Qb";"Puissance spécifique Qb (w/m2)";"Nombre de mouille";"Profondeur moyenne des mouilles (m)";"Nombre de berges total";"Nombre de berges artificialisées";"Score ripisylve";"Classe ripisylve";"% fines";"% graviers-cailloux";"% blocs-rochers";"Indice de Shannon granulo";"Surface BV (km2)";"Proportion de roche imperméable BV";"Code HER ou DOM dominant";"Nom HER ou DOM dominant";"Type DOM";"Coefficient de sinuosité";"Débit Q01 RHT (m3/s)";"Puissance Q01 RHT (w/m)";"Puissance spécifique Q01 RHT (w/m2)";"Station référence modèle";"Résidu modèle Largeur mouillée Qb";"Résidu modèle rapport largeur/profondeur Qb";"Résidu modèle profondeur mouilles";"Résidu modèle profondeur Qb";"Résidu modèle pente ligne d'eau";"Résidu modèle surface mouillée Qb";"Résidu standardisé modèle largeur mouillée Qb";"Résidu standardisé modèle rapport largeur/profondeur Qb";"Résidu standardisé modèle profondeur mouilles";"Résidu standardisé modèle profondeur Qb";"Résidu standardisé modèle pente ligne d'eau";"Résidu standardisé modèle surface mouillée Qb";"IMG";"Modèle référence IMG";"Classe écart IMG"
3634;"LA GROÈME A RECEY-SUR-OURCE 1";"03006275";838556;6743595;195781;2020-06-24;0,034;NA;0,35;3,67;2,64;50,63;NA;4,5;NA;"";"bosquets éparses";"semi-continue";NA;"colmatage / rupture d'écoulement et bâtonnets à sec
Granulométrie non réalisée car uniquement de la concrétion calcaire en faciès courant";"2017";"AQUASCOP";"Groeme";15;NA;NA;NA;NA;NA;0,904;2,918;3,307;0,503;0,304;0,261;7,1;1,37;3,625;4,421;5,602;1,253;0,831;0,645;3,639;28,489;0,249;0,491;0,005;0,214;0,682;0,924;0,209;0,071;1,253;100,634;0,025;2,578;2;0,343;30;28;0,35;NA;4,412;38,235;57,353;1,562;41,805;0;10;"COTES CALCAIRES EST";0;1,09;3,789;167,265;37,833;0;-0,452;-0,606;0,533;0,145;0,595;-0,344;-2,248;-2,328;1,553;0,611;0,68;-0,954;8,374;"COTES CALCAIRES EST";"fort"
3635;"LA BLAISE A DOMMARTIN-LE-FRANC 1";"03090413";844349;6815640;195782;2020-07-01;0,156;NA;1,4;12,21;9,93;166,2;NA;2,1;NA;"";"semi-continue";"semi-continue";NA;"Colmatage / bâtonnets à sec";"2017";"AQUASCOP";"Blaise";15;14;22;39;0,7;15,578;1,972;7,196;7,379;0,469;0,272;0,263;19,076;4,217;11,769;13,442;14,128;1,327;0,889;0,843;10,336;17,367;2,03;0,527;0,005;0,212;0,757;2,771;0,206;0,177;1,328;100,679;0,06;3,226;3;0,362;30;15;0,541;NA;7,619;78,095;14,286;1,929;325,405;0;10;"COTES CALCAIRES EST";0;1,08;28,276;582,514;43,336;0;-0,042;0,25;0,029;-0,306;0,128;-0,356;-0,206;0,959;0,084;-1,287;0,147;-0,988;3,671;"COTES CALCAIRES EST";"tres faible"
3636;"CRENU A ROGNON 1";"06434700";949171;6707805;195024;2020-05-19;0,05;NA;0,71;11;5;154;NA;11,48;NA;"";"semi-continue";"semi-continue";NA;"";"2017";"NALDEO";"Crenu";15;40;85;131;0,834;52,941;1,291;4,38;4,662;0,434;0,293;0,269;16,492;0,867;10,481;7,43;9,09;1,912;1,445;1,167;4,014;131,375;1,079;1,006;0,01;0,208;0,713;1,873;0,252;0,106;1,913;100,595;0,028;17,292;3;0,177;30;0;0,541;NA;37,615;51,376;11,009;2,098;28,652;0;10;"COTES CALCAIRES EST";0;1,08;3,002;338,082;45,505;0;0,196;-0,474;-0,026;0,662;1,477;0,937;0,977;-1,819;-0,076;2,783;1,688;2,596;9,939;"COTES CALCAIRES EST";"tres fort"
3637;"LA BLAISE A BROUSSEVAL 1";"03090430";845311;6821727;195778;2020-06-30;0,476;NA;1,55;16,24;10,89;230,1;NA;0,3;NA;"";"semi-continue";"continue";NA;"Station décalée à huit-cent-trente-cinq mètres environ en amont de cette station
Quatre bâtonnets de colmatage ont disparus";"2017";"AQUASCOP";"Blaise";15;18;52,5;96,16;1,152;22,286;3,923;9,16;9,405;0,681;0,417;0,404;16,548;12,814;28,013;16,063;17,407;2,539;1,743;1,603;6,415;4,717;8,515;0,99;0,01;0,302;0,675;2,357;0,147;0,312;2,544;101,829;0,076;1,593;4;0,41;30;15;0,595;NA;5,455;78,182;16,364;1,832;389,123;0;10;"COTES CALCAIRES EST";0;1,51;30,841;90,765;5,651;0;0,076;-0,244;0,106;0,299;-1,792;0,407;0,376;-0,937;0,308;1,257;-2,047;1,128;6,054;"COTES CALCAIRES EST";"moyen"
3638;"LE RUISSEAU DE FORGES À BETHINCOURT";"02112150";863870;6908071;72069;2020-09-02;0,102;NA;0,8;9,23;5,53;137,4;NA;1,5;NA;"";"continue";"continue";"Réseau de Référence Pérenne de la qualité des cours d'eau du bassin Rhin-Meuse";"Station décalée à 100m à l'aval du début de la station de pêche pour éviter l'arrivée d'eau de l'ancien bras à mi station de pêche et pour rester sur un tronçon semblant référence hydromorpho. X 863878 Y6908071
Nombreuses chutes d'arbres dans le lit. Débardage prévu l'année prochaine par l'onf.";"2017";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Forges";15;7;14;21;0,727;8,923;1,807;5,743;6;0,503;0,306;0,288;16,374;3,344;5,411;8,737;9,264;0,981;0,64;0,594;9,753;8,742;0,495;0,379;0,004;0,257;0,807;1,762;0,202;0,097;0,982;100,382;0,041;0,873;4;0,288;30;0;1,299;NA;62,222;37,778;0;1,687;53,52;0;10;"COTES CALCAIRES EST";0;1,21;5,75;84,611;9,685;1;0,145;0,357;0,289;-0,16;-0,468;-0,087;0,72;1,372;0,844;-0,673;-0,535;-0,24;4,384;"COTES CALCAIRES EST";"tres faible"
3671;"ORBIZE A MELLECEY 3";"06000677";832028;6636238;196604;2020-10-06;0,012;NA;0,2;4,3;1,6;60,2;NA;14,1;NA;"";"bosquets éparses";"bosquets éparses";NA;"50 granulats mesurés du fait de la petite taille des radier. Données pente et débit mesuré après une modification importante des hauteurs d'eau. Annulation et report des transects 7 et 8 du fait de la présence d'un nid de guêpes en berge.";"2017";"AQUABIO";"Orbize";17;10,52;86;165,48;2,006;22,166;0,072;1,02;1,062;0,088;0,054;0,051;Inf;10,136;3,625;5,213;6,241;1,26;0,699;0,583;4,153;80,628;3,045;0,514;0,005;0,055;0,81;0,811;0,156;0,859;1,299;100,73;0,331;82,453;5;0,064;34;0;0,065;NA;26,042;51,042;22,917;2,106;25,52;0,291;10;"COTES CALCAIRES EST";0;1,15;1,252;173,178;33,222;0;-0,118;-0,429;-1,011;0,273;1,666;-0,058;-0,589;-1,647;-2,949;1,15;1,904;-0,16;8,399;"COTES CALCAIRES EST";"fort"
3712;"LE MADON À XEUILLEY";"02058000";929120;6835365;189156;2020-11-17;3,18;3,1;4,16;38,7;30;478;NA;0,16;NA;"";"semi-continue";"semi-continue";NA;"Les vitesses ont été mesurées sur le radier à l'amont du pont à l'aide d'un courantomètre.";"2009-2016";"FLUVIAL IS";"Madon";15;NA;NA;NA;NA;NA;37,106;31,416;31,933;1,575;1,151;1,13;21,194;6,246;204,978;50,06;52,337;5,553;4,092;3,911;9,079;6,138;40,197;2,03;0,02;0,587;0,487;3,909;0,078;0,2;5,555;103,937;0,032;1,267;2;0,508;30;4;NA;NA;16,814;61,062;22,124;1,9;998,952;0,018;10;"COTES CALCAIRES EST";0;1,44;69,988;109,853;2,194;0;0,89;0,017;0,062;0,848;-2,285;1,851;4,428;0,065;0,181;3,566;-2,61;5,129;15,98;"COTES CALCAIRES EST";"tres fort"
3713;"LE MADON À XEUILLEY";"02058000";930461;6832451;169234;2020-11-18;NA;3,1;4,1;33,8;27,2;480;NA;0,27;NA;"";"semi-continue";"semi-continue";NA;"Pose de 4 batonnets d'hypoxie au niveau du radier du premier transect";"2009-2016";"FLUVIAL IS";"Madon";15;NA;NA;NA;NA;NA;34,893;23,575;24,33;1,961;1,341;1,295;15,266;4,552;232,411;40,678;46,155;7,714;5,632;4,959;5,262;13,135;50,55;2,802;0,028;0,756;0,51;8,761;0,215;0,236;7,717;105,693;0,032;3,434;4;0,659;30;3;NA;NA;30,928;51,546;17,526;2,03;998,952;0,018;10;"COTES CALCAIRES EST";0;1,44;69,988;185,377;4,557;0;0,682;-0,529;0,323;1,176;-1,761;1,976;3,395;-2,03;0,943;4,948;-2,013;5,477;18,806;"COTES CALCAIRES EST";"tres fort"
3772;"VINGEANNE A ST-MAURICE-SUR-VINGEANNE 1";"06005700";880852;6722025;144783;2020-07-10;0,419;0,419;1,5;17;11,6;238;NA;1,9;NA;"";"semi-continue";"semi-continue";"Contrôle de surveillance des cours d'eau du bassin Rhône et cours d'eau côtiers méditerranéens";"";"2017";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Vingeanne";15;16;32;48;0,808;19,825;4,193;12,791;12,992;0,571;0,343;0,333;35,087;4,774;23,432;16,764;17,833;1,84;1,416;1,322;9,584;24,634;5,873;0,723;0,007;0,318;0,979;2,777;0,166;0,256;1,843;101,046;0,069;6,704;3;0,488;30;1;0,541;NA;23,664;54,198;22,137;2,004;400,44;0;10;"COTES CALCAIRES EST";0;1,55;26,478;493,523;29,44;0;0,108;0,155;0,271;-0,03;0,058;0,212;0,539;0,595;0,79;-0,127;0,066;0,587;2,705;"COTES CALCAIRES EST";"tres faible"
3852;"L'ORNE À HOMECOURT";"02086700";918247;6907227;199498;2021-04-14;3,187;5;3,8;31;26,6;434;NA;0,434;NA;"";"isolée";"isolée";"Réseau national de suivi des opérations de restauration hydromorphologique des cours d'eau";"";"2017";"FLUVIAL IS";"Orne";15;NA;NA;NA;NA;NA;22,749;22,227;22,759;1,505;1,043;1,013;19,293;6,666;128,092;35,867;38,362;5,161;3,619;3,368;7,144;14,338;39,962;2,046;0,02;0,567;0,541;5,284;0,147;0,315;5,166;103,567;0,053;4,832;3;0,5;30;12;NA;NA;11,628;45,349;43,023;1,903;1124,409;0;10;"COTES CALCAIRES EST";0;1,12;71,018;302,362;8,43;0;0,516;-0,233;0,014;0,745;-1,27;1,312;2,567;-0,897;0,041;3,134;-1,451;3,636;11,726;"COTES CALCAIRES EST";"tres fort"
3854;"L'ORNE À JOEUF (ANCIENNE MINE DU GRAND FOND)";"02087500";919836;6908567;199500;2021-04-15;4,48;4,5;2,9;31;20;434;NA;0,643;NA;"";"continue";"semi-continue";"Réseau national de suivi des opérations de restauration hydromorphologique des cours d'eau";"";"2017";"FLUVIAL IS";"Orne";15;NA;NA;NA;NA;NA;10,195;18,559;18,717;0,829;0,548;0,543;23,455;26,044;104,969;39,305;42,316;4,301;2,694;2,496;9,153;15,747;127,573;1,756;0,017;0,26;0,475;4,856;0,124;1,222;4,378;103,409;0,238;20,757;3;0,301;30;0;0,769;NA;0;59,184;40,816;1,664;1142,591;0;10;"COTES CALCAIRES EST";0;1,06;71,434;450,594;11,464;0;0,602;0,013;-0,496;0,559;-0,874;1,103;2,996;0,049;-1,446;2,351;-0,999;3,058;10,899;"COTES CALCAIRES EST";"tres fort"
3871;"L'OURCE A PRUSLY-SUR-OURCE 1";"03006441";825134;6753535;178964;2021-06-29;1,131;0,738;1,45;16,37;10,45;230,25;NA;2,48;NA;"";"bosquets éparses";"continue";NA;"Passerelle/ancien ouvrage dans le tiers amont";"2017";"AQUASCOP";"Ource";15;24;45;64,32;0,712;29,782;3,496;10,387;10,557;0,494;0,33;0,324;22,354;13,77;30,362;16,63;18,696;2,385;1,829;1,626;7,017;39,55;28,786;0,899;0,009;0,183;0,532;1,707;0,103;0,957;2,432;101,654;0,227;42,454;2;0,266;30;0;0,541;NA;10;83,636;6,364;1,723;395,053;0;10;"COTES CALCAIRES EST";0;1,12;32,764;797,109;47,931;0;0,105;-0,156;-0,333;0,232;0,323;0,479;0,523;-0,598;-0,97;0,977;0,369;1,327;4,763;"COTES CALCAIRES EST";"faible"
3872;"L'OURCE A PRUSLY-SUR-OURCE 2";"03006442";824776;6754168;189009;2021-06-29;1,678;0,738;1,3;12,83;9,47;177,7;NA;1,82;NA;"";"semi-continue";"semi-continue";NA;"";"2017";"AQUASCOP";"Ource";15;26;57;86,32;0,776;34,109;4,258;10,33;10,585;0,597;0,413;0,402;18,777;16,946;18,166;12,823;14,226;1,779;1,42;1,279;7,294;22,835;15,474;0,66;0,007;0,21;0,509;0,61;0,048;0,857;1,817;101,057;0,231;21,59;3;0,221;30;1;0,541;NA;13,889;77,778;8,333;1,926;400,821;0;10;"COTES CALCAIRES EST";0;1,06;32,764;584,975;45,618;0;-0,16;-0,118;-0,522;-0,064;0,015;-0,043;-0,795;-0,454;-1,521;-0,269;0,018;-0,12;3,177;"COTES CALCAIRES EST";"tres faible"
3890;"LA PISSANCELLE A ST URBAIN-MACONCOURT 1";"03088302";865655,29;6813066,04;189037;2021-04-27;0,004;NA;0,25;3,32;1,73;45,5;NA;11,47;NA;"";"isolée";"semi-continue";NA;"";"2017";"AQUASCOP";"Pissancelle";15;15,68;26;45,48;0,828;18,379;0,161;1,503;1,602;0,16;0,093;0,084;14,19;1,203;1,466;3,91;4,329;0,612;0,377;0,338;6,637;38,064;0,092;0,27;0,003;0,116;1,079;0,329;0,084;0,064;0,612;100,186;0,034;2,656;2;0,257;30;0;NA;NA;2,564;97,436;0;1,335;13,827;0;10;"COTES CALCAIRES EST";0;1,02;2,118;238,319;60,944;0;-0,196;0,096;0,545;-0,297;1,372;-0,608;-0,977;0,37;1,589;-1,248;1,567;-1,685;7,436;"COTES CALCAIRES EST";"moyen"
3891;"LA PISSANCELLE A POISSONS 2";"03088340";864473;6815142;178677;2021-04-28;0,02;NA;0,35;7,07;2,75;100,5;NA;5,51;NA;"";"continue";"continue";NA;"";"2017";"AQUASCOP";"Pissancelle";15;22;36;51,16;0,568;25,716;0,516;3,031;3,163;0,278;0,166;0,154;15,229;1,821;4,569;7,477;8,194;1,063;0,62;0,561;7,251;30,306;0,42;0,418;0,004;0,157;0,923;0,848;0,113;0,093;1,063;100,512;0,038;3,077;5;0,172;30;0;0,65;NA;19,008;80,992;0;1,432;19,289;0;10;"COTES CALCAIRES EST";0;1,08;2,118;114,484;15,312;0;0,338;0,154;0,053;0,172;0,686;0,336;1,682;0,592;0,156;0,725;0,784;0,931;4,87;"COTES CALCAIRES EST";"faible"
3908;"LA PISSANCELLE A POISSONS 1";"03088283";865177;6813905;200241;2021-04-28;0,008;NA;0,2;3,45;1,69;51,9;NA;3,233;NA;"";"absence";"absence";NA;"Concrétions calcaires sur l'échelle absence de faciès courants donc granulométrie radier et colmatage non réalisés";"2017";"AQUASCOP";"Pissancelle";15;NA;NA;NA;NA;NA;0,209;2,062;2,144;0,179;0,101;0,096;13,732;3,214;1,595;4,413;4,852;0,584;0,362;0,329;7,678;10,438;0,139;0,213;0,002;0,081;0,768;0,382;0,087;0,088;0,584;100,327;0,047;1,005;4;0,113;30;0;NA;NA;88,8;11,2;0;0,451;15,783;0;10;"COTES CALCAIRES EST";0;1,03;2,118;67,174;15,223;0;-0,121;0,23;-0,31;-0,376;0,124;-0,6;-0,601;0,883;-0,905;-1,583;0,142;-1,664;5,777;"COTES CALCAIRES EST";"faible"
3915;"LE VAIR À VOUXEY (AMONT MOULINS)";"02106861";910463;6809034;200055;2021-05-27;NA;NA;2;18,4;13,8;258;NA;0;NA;"";"isolée";"isolée";NA;"Remous de micro-centrale hydraulique. Lit rectifie et recalibre. Pente de ligne d'eau nulle. Débit non mesurable au moulinet - hauteur d'eau trop importante.";"2017";"FLUVIAL IS";"Vair";15;NA;NA;NA;NA;NA;21,509;13,452;14,768;2,425;1,611;1,458;5,815;NA;33,708;24,831;26,539;3,155;1,386;1,294;8,023;0;NA;1,261;0,013;0,762;0,451;3,879;0,156;NA;NA;NA;NA;NA;3;0,492;30;0;NA;NA;97,087;2,913;0;0,281;214,769;0;10;"COTES CALCAIRES EST";0;1,1;16,377;0;0;0;0,714;0,034;0,448;0,663;NA;0,937;3,554;0,132;1,307;2,79;NA;2,596;NA;"COTES CALCAIRES EST";NA
3927;"LE MOUZON À POMPIERRE";"02106674";898107;6798780;200018;2021-06-03;0,439;0,3;1,5;15,6;10,6;219,3;NA;0;NA;"";"espacée-régulière";"absence";NA;"";"2017";"FLUVIAL IS";"Mouzon";15;NA;NA;NA;NA;NA;12,981;12,558;13,323;1,621;1,019;0,955;8,374;NA;35,401;20,156;22,01;3,068;1,765;1,607;6,691;0;NA;1,203;0,012;0,643;0,635;2,476;0,123;NA;NA;NA;NA;NA;4;0,545;30;3;NA;NA;42,969;48,438;8,594;1,605;223,92;0;10;"COTES CALCAIRES EST";0;1,54;26,402;0;0;0;0,491;-0,151;0,539;0,625;NA;0,962;2,445;-0,58;1,573;2,629;NA;2,665;NA;"COTES CALCAIRES EST";NA
3929;"LE VAIR À HARCHÉCHAMP";"02106886";905534;6812816;200054;2021-05-27;3,562;3;1,75;16,75;12,3;234,6;NA;0;NA;"";"bosquets éparses";"bosquets éparses";NA;"Station Carhyce en amont d'un ouvrage. Mesure précise de la granulométrie impossible -hauteur d'eau trop importante. ";"2017";"FLUVIAL IS";"Vair";15;NA;NA;NA;NA;NA;29,489;17,213;18,37;2,407;1,674;1,567;7,468;NA;47,689;22,809;24,411;3,348;2,067;1,929;6,904;0;NA;1,36;0,014;0,806;0,467;3,729;0,163;NA;NA;NA;NA;NA;2;0,824;30;4;NA;NA;45,89;6,164;47,945;1,65;370,743;0;10;"COTES CALCAIRES EST";0;1,07;0,406;0;0;0;0,443;-0,166;0,816;0,588;NA;0,967;2,203;-0,638;2,38;2,471;NA;2,681;NA;"COTES CALCAIRES EST";NA
3930;" LA SAÔNELLE À MIDREVAUX (AVAL)";"02106811";894611;6812331;200060;2021-05-26;0,622;NA;0,9;7,4;6,3;109,6;NA;0,4;NA;"";"bosquets éparses";"continue";NA;"";"2017";"FLUVIAL IS";"Saonnelle";15;NA;NA;NA;NA;NA;3,179;6,125;6,553;0,732;0,524;0,486;9,457;15,834;8,74;8,955;9,933;1,492;0,988;0,884;6,104;3,47;2,55;0,648;0,006;0,252;0,469;1,788;0,2;0,298;1,496;100,744;0,096;1,157;2;0,418;30;0;NA;NA;52,475;46,535;0,99;1,62;113,534;0;10;"COTES CALCAIRES EST";0;1,14;10,875;42,674;4,765;0;-0,088;-0,181;0,458;0,072;-1,681;-0,043;-0,436;-0,694;1,334;0,305;-1,921;-0,12;4,81;"COTES CALCAIRES EST";"faible"
3934;"LA SAÔNNELLE À FRÉBÉCOURT";"02106815";897063;6814182;200028;2021-06-03;0,366;NA;0,9;9,6;6,1;134,4;NA;2,67;NA;"";"absence";"absence";NA;"";"2017";"FLUVIAL IS";"Saonnelle";15;NA;NA;NA;NA;NA;1,769;5,794;6,004;0,441;0,305;0,293;15,276;9,084;9,612;9,943;11,068;1,473;0,969;0,869;6,828;22,761;4,108;0,618;0,006;0,168;0,528;0,839;0,084;0,433;1,483;100,862;0,142;10,899;3;0,233;30;6;0,108;NA;16,667;78,431;4,902;1,909;135,295;0;10;"COTES CALCAIRES EST";0;1,08;12,193;319,368;32,121;0;-0,043;-0,085;-0,176;0,016;0,242;-0,05;-0,214;-0,325;-0,513;0,069;0,277;-0,138;1,535;"COTES CALCAIRES EST";"tres faible"
3966;"MORTE A BUCEY-LES-GY 4";"06017015";912844;6706851;180781;2021-09-21;0,089;NA;0,8;9,45;5,5;140;NA;0,2;NA;"";"bosquets éparses";"semi-continue";NA;"";"2017";"OTEIS";"Morte";15;NA;NA;NA;NA;NA;1,782;4,83;5,165;0,599;0,372;0,346;8,658;7,161;8,356;7,497;8,722;1,651;1,12;0,959;4,594;1,881;0,823;0,692;0,007;0,203;0,536;0,817;0,109;0,099;1,651;101,039;0,03;0,217;4;0,147;30;3;0,35;NA;86,869;12,121;1,01;1,428;25,73;0;10;"COTES CALCAIRES EST";0;1,17;2,682;5,262;0,702;0;0,242;-0,329;-0,186;0,541;-2,588;0,772;1,205;-1,263;-0,542;2,277;-2,957;2,141;10,385;"COTES CALCAIRES EST";"tres fort"
3967;"MORTHE A VELLEFREY ET VELLEFRANGE 2";"06017025";912227;6706543;180784;2021-09-20;0,099;NA;0,4;13,03;2,73;182;NA;3,7;NA;"";"bosquets éparses";"bosquets éparses";NA;"";"2017";"OTEIS";"Morthe";15;27,68;55;92,96;0,802;33,174;0,759;2,954;3,144;0,422;0,247;0,231;7,756;5,704;11,991;11,937;12,734;1,931;1,001;0,936;6,182;33,991;3,982;0,636;0,006;0,17;0,648;1,657;0,139;0,345;1,938;101,178;0,111;12,396;6;0,1;30;0;0,31;NA;43,966;50;6,034;1,65;26,43;0;10;"COTES CALCAIRES EST";0;1,16;2,682;97,349;8,155;0;0,698;-0,034;-0,577;0,692;0,333;1,118;3,474;-0,132;-1,682;2,91;0,381;3,099;11,677;"COTES CALCAIRES EST";"tres fort"
3984;"MORTHE A VELLEFREY ET VELLEFRANGE 1";"06017005";912208;6706543;201097;2021-09-21;0,091;NA;0,8;9,67;5,33;140;NA;5,4;NA;"";"continue";"continue";NA;"";"2017";"OTEIS";"Morthe";15;26,84;38,5;69,16;0,691;31,316;1,751;4,188;4,697;0,687;0,41;0,34;12,384;1,452;13,635;9,075;11,066;2,491;1,509;1,226;3,794;64,958;1,666;1,022;0,01;0,434;1,063;1,213;0,134;0,126;2,492;101,44;0,033;9,909;5;0,539;30;0;0,469;NA;55,208;36,458;8,333;1,841;26,47;0;10;"COTES CALCAIRES EST";0;1,05;2,682;142,076;15,656;0;0,423;-0,522;1,107;0,946;0,712;1,246;2,107;-2,007;3,229;3,979;0,813;3,453;15,588;"COTES CALCAIRES EST";"tres fort"
3987;"BATARD A VILLEPAROIS";"06401305";938184;6734092;192654;2021-06-03;NA;NA;0,5;6;3,3;84;NA;0,01;NA;"Hélophytes";"isolée";"isolée";NA;"";"2017";"CONSEIL ET DIAGNOSTIC POUR L EAU ET L ENVIRONNEMENT";"Batard";15;0,004;0,55;28,32;5,275;0,005;0,708;2,51;2,765;0,455;0,279;0,251;5,838;30,219;7,367;8,031;9,037;1,591;0,92;0,815;5,089;0,08;0,614;0,482;0,005;0,172;0,57;0,867;0,108;0,084;1,591;101,135;0,028;0,008;3;0,202;30;0;NA;NA;43,056;56,944;0;1,55;47,771;0;10;"COTES CALCAIRES EST";0;1,13;4,445;0,436;0,054;0;0,099;-0,283;-0,033;0,351;-5,495;0,288;0,494;-1,088;-0,095;1,477;-6,278;0,797;10,23;"COTES CALCAIRES EST";"tres fort"
4032;"LE ROGNON A BOURDONS-SUR-ROGNON 4";"03093905";872138;6792828;194339;2021-06-21;NA;NA;1;14,5;6,9;203;NA;2,37;NA;"";"semi-continue";"continue";NA;"Les mesures de colmatage n'ont pas été réalisées";"2017";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Rognon";15;17;36;62,16;0,841;22,031;4,315;7,691;8,073;0,736;0,492;0,46;14,503;12,514;14,953;12,451;13,473;1,77;1,199;1,097;7,562;25,515;9,692;0,779;0,008;0,547;0,967;1,911;0,153;0,705;1,797;100,82;0,215;18,499;3;1,017;30;2;0,595;NA;23,664;67,939;8,397;2,121;170,663;0;10;"COTES CALCAIRES EST";0;1,22;22,423;521,328;41,869;0;0,103;-0,004;1,237;0,143;0,156;0,257;0,511;-0,014;3,607;0,599;0,179;0,713;5,624;"COTES CALCAIRES EST";"faible"
4037;"LE ROGNON A BOURDONS-SUR-ROGNON 3";"03093900";872074;6792721;101443;2021-06-21;0,554;NA;1;14,5;6,9;202,3;NA;2,37;NA;"";"semi-continue";"continue";NA;"";"2017";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Rognon";15;17;36;62,16;0,841;22,031;4,315;7,691;8,073;0,736;0,492;0,46;14,503;4,426;15,845;12,61;13,644;1,845;1,256;1,15;7,301;26,73;3,747;0,785;0,008;0,547;0,967;1,936;0,154;0,255;1,849;100,872;0,076;7,062;3;1,017;30;2;0,595;NA;24,06;67,669;8,271;2,123;170,59;0;10;"COTES CALCAIRES EST";0;1,14;22,423;521,328;41,344;0;0,115;-0,039;1,237;0,184;0,156;0,315;0,574;-0,149;3,608;0,774;0,179;0,874;6,158;"COTES CALCAIRES EST";"moyen"
4039;"RESAIGNE A COUBLANC ";"06416910";883747;6735721;193925;2021-08-18;0,024;NA;NA;6,7;4,65;NA;NA;2,22;NA;"";"semi-continue";"semi-continue";NA;"Mesure du Colmatage non réalisé";"2017";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Resaigne";14;12,84;40;89,16;1,375;17,232;2,058;5,793;6,014;0,479;0,346;0,329;16,683;0,52;11,189;9,539;10,59;1,624;1,177;1,057;6,029;23,012;0,284;0,637;0,006;0,243;0,683;0,743;0,078;0,026;1,624;101,048;0,008;0,653;4;0,114;28;0;NA;NA;50;31,977;18,023;1,876;58,89;0;10;"COTES CALCAIRES EST";0;1,81;5,961;129,82;13,61;0;0,2;-0,133;-0,66;0,32;-0,062;0,584;0,995;-0,51;-1,924;1,346;-0,071;1,619;6,465;"COTES CALCAIRES EST";"moyen"
4041;"LE MOUZON À VILLARS";"02106750";900924;6805087;201272;2021-09-22;0,205;NA;1,4;14,6;10;204,4;NA;5,3;NA;"";"espacée-régulière";"isolée";NA;"";"2017";"FLUVIAL IS";"Mouzon";15;NA;NA;NA;NA;NA;2,412;11,562;11,631;0,339;0,203;0,202;39,042;3,393;13,875;18,797;19,106;1,061;0,741;0,728;18,015;37,875;2,775;0,618;0,006;0,144;0,692;1,419;0,076;0,203;1,063;100,182;0,076;7,715;4;0,11;30;5;NA;NA;7,246;65,217;27,536;1,901;364,101;0;10;"COTES CALCAIRES EST";0;1,03;45,839;2383,307;126,793;0;0,255;0,795;-1,189;-0,558;1,07;-0,257;1,271;3,053;-3,468;-2,345;1,223;-0,712;12,072;"COTES CALCAIRES EST";"tres fort"
